Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Soignez vos maux courants par la réflexologie faciale: d'étonnantes techniques de santé venues d'Extrême-Orient,34.95,"Savez-vous qu'il suffit de frictionner pendant quelques secondes certaines zones du visage pour soulager aussitôt un mal de dos, une migraine naissante ou stopper net un début de rhume ? br/ br/ Vous trouverez dans ce livre une description complète, simple et détaillée de la méthode de Dien' Cham', qui vous permettra de déterminer par vous-même le choix des points et des zones à stimuler pour apaiser toutes sortes de douleurs, prévenir et même traiter divers problèmes de santé (eczéma, fatigue, bouffées de chaleur, jambes lourdes, nausées, saignement de nez, etc.). br/ br/ En bonus, vous découvrirez l'origine de l'acupressure faciale, du Do-In et du Ji-Jo et vous apprendrez à lire un visage grâce à l'art japonais du diagnostic facial. br/ br/ Véritable stage à domicile, cet ouvrage vous présente les principes d'un étonnant pouvoir de guérison, simples et rapides à mettre en pratique, soulageant bon nombre de maux courants, aussi bien pour vous-même que pour autrui, et même pour vos animaux ! br/ br/ br/ Nouvelle édition revue et corrigée de Encyclopédie de la réflexologie faciale",978-2889530298,https://m.media-amazon.com/images/I/51LiiuEEcXL._SY522_.jpg,JOUVENCE (22 mai 2018),Marie-France Muller
"COURS DE PRATICIEN EN AYURVEDA, L'INTEGRALE: Anatomie et Physiologie Ayurvédiques. Le Diagnostic Ayurvédique. Les Principales Méthodes du Traitement Ayurvédique.",39.04,"Recommandé par plusieurs écoles d'Ayurvéda francophones, cet ouvrage livre d'une manière claire et détaillée bien plus que les fondements de la médecine traditionnelle indienne, médecine holistique et naturelle par essence. 🌿

Ce livre est organisé en Modules divisés eux-mêmes en chapitres.

🦴 Dans le 1er Module, vous découvrirez tout d'abord comment fonctionne le corps humain selon l'Ayurvéda. Les termes et les concepts de Doshas, sous-Doshas, Dhatus, Srotas, Malas, Agni, Ama... n'auront plus de secrets pour vous.

🩺 Ensuite, dans le 2ème Module,",978-1794351424,https://m.media-amazon.com/images/I/61bTutbBeRL._SY522_.jpg,Independently published (18 janvier 2019),Stéphane LE COLAS
"Shantala: Un art traditionnel, le massage des enfants",29.5,"Dans le Sud de l'Inde, le massage Shantala fait partie intégrante des premières années de vie de l'enfant. Frédérick Leboyer nous explique ici pas à pas comment entrer en communication avec le nourrisson par le toucher, comment l'apaiser, calmer les angoisses de sa venue au monde, en prolongeant les sensations du ventre maternel.
""Les semaines qui suivent la naissance sont comme la traversée d'un désert. (...) Après la chaleur du sein maternel, après la folle étreinte qu'est la naissance, la solitude glacée du berceau. Et puis surgit un fauve, la faim, qui mord le bébé aux entrailles. Ce qui affole le malheureux enfant ce n'est pas la cruauté de la blessure. C'est sa nouveauté. Et cette mort du monde à l'entour qui donne à l'ogre des proportions immenses. Comment calmer une telle angoisse ? Nourrir l'enfant ? Oui, mais pas seulement de lait. Il faut le prendre dans les bras. Il faut le caresser, le bercer. Et le masser. Ce petit, il faut parler à sa peau il faut parler à son dos qui a soif et faim autant que son ventre.",978-2021401615,https://m.media-amazon.com/images/I/61vYlH9WpLL._SY522_.jpg,SEUIL; Illustrated édition (20 septembre 2018),Frédérick Leboyer
,18.02,,,,,
Pratiquez l'automassage,18.0,"Mains, pieds, visage, dos... apprenez à vous masser en toute simplicité ! Vous voulez éliminer le stress et les tensions, entretenir votre forme, soulager vos douleurs... mais vous n'avez pas plus de 10 à 20 minutes à y consacrer par jour et vous n'aimez pas les exercices astreignants ou répétitifs ? L'automassage est le moyen le plus simple et le plus efficace pour vous détendre, entretenir votre souplesse, vous maintenir en forme et prendre soin de vous. En rétablissant la circulation des énergies dans les méridiens d'acupuncture et en stimulant les zones réflexes, il rééquilibre le fonctionnement des organes internes pour renforcer les capacités d'autoguérison du corps et prévenir les maladies. Ce manuel pratique décrit de façon claire et précise les mouvements des mains et les points spécifiques qui permettent de soulager vos douleurs et la plupart des troubles de la vie quotidienne : problèmes digestifs, sommeil difficile, maux de tête, constipation... La technique présentée ici est accessible a tous, Facile à apprendre grâce aux très nombreuses illustrations explicatives, et sans danger. Vous pratiquez ""à la maison"", quand vous pouvez et quand vous voulez, selon le temps dont vous disposez.",978-2813220721,https://m.media-amazon.com/images/I/81Kwyx8DmfL._SY522_.jpg,Les éditions Trédaniel; Illustrated édition (3 septembre 2019),Jean-Louis Abrassart
Atlas d'acupuncture pratique et aide-mémoire du praticien,7.49,"Cet ouvrage est le fruit de 20 années de recherches et d'enseignement au sein de l'Institut Yang Ming, créé par l'auteur.Un atlas clair et concis : un maximum d'informations pratiques dans un format facilement transportable transportable. L'aide-mémoire i",978-2813208880,https://m.media-amazon.com/images/I/51sEqWCjtpL._SY522_.jpg,Les éditions Trédaniel; Illustrated édition (8 janvier 2016),Alain Dubois
Massage pour les débutants - se relaxer et relâcher les tensions - collection Appuyez ici,13.5,"Le guide pour libérer et équilibrer son flux d'énergie
APAISER LES DOULEURS • ATTÉNUER LES TENSIONS • SE RELAXER • SE PRÉPARER POUR UNE SÉANCE DE SPORT • ACCROÎTRE SA VITALITÉ

Le massage est une technique de soin qui permet de soulager les douleurs et les tensions, tout en favorisant la détente et le plaisir. C'est également un bon moyen d'entretenir des liens avec ses proches. Cet ouvrage vous explique comment pratiquer un massage ou un automassage
efficace. Grâce à des instructions pratiques, illustrées et faciles à suivre, Massage pour les débutants est le guide parfait pour quiconque souhaite acquérir les bases du massage.",978-2412044155,https://m.media-amazon.com/images/I/719znUWVW7L._SY522_.jpg,First; Illustrated édition (21 mars 2019),Rachel Beider
L'art du massage tantrique et cachemirien,19.2,"Utile à qui s'apprête à donner un massage tantrique, cachemirien ou Karsai, ce manuel détaille les protocoles de 7 massages liés au tantra, qui définissent les gestes, les positions et leurs enchaînements.
Le livre propose aussi des exercices en solo qui améliorent la connexion à soi, à l'autre et l'authenticité du partage, des techniques de respiration et postures de yoga spécifiques à l'ouverture du cœur, mais aussi des conseils et des astuces qui aident à fluidifier le massage.
On apprendra à affiner le geste afin de distinguer les différents touchers : le toucher yin, le toucher yang, le toucher énergétique, le toucher profond, ou encore le toucher méditatif. Au fil de leur pratique, masseurs et massés atteindront une unité joyeuse grâce au lien naturel qui se développe entre les partenaires, jusqu'à pouvoir "" jouer de l'orgue "" avec les énergies. On se sent... vivant !",978-2364905467,https://m.media-amazon.com/images/I/615vN+r+EOL._SY522_.jpg,La Musardine; Illustrated édition (17 mars 2022),Michèle Larue
LaHoChi de la Treizième Octave. La Puissance des Archanges: Dela découverte à la Maîtrise,13.31,"Evolution stupéfiante du LaHoChi, le LaHoChi de la 13ème Octave vous place en résonance avec les plus hautes fréquences énergétiques disponibles actuellement.
Plongez dans un océan de sensations bienfaisantes et de découvertes vibrantes grâce à cette technique ultime de séances énergétiques. Que vous soyez novice ou initié, ce livre vous enseignera des méthodes simples et puissantes pour revitaliser votre corps, équilibrer votre esprit et nourrir votre âme., Le LaHoChi de la Treizième Octave, canalisé à l'origine par Linda Dillon va vous aider à renforcer votre conscience, à vous libérer du stress et à réveiller votre potentiel créatif et votre spiritualité. Que vous souhaitiez trouver un soulagement des tensions quotidiennes, arriver à des états de relaxation régénératrices, explorer de nouvelles dimensions de conscience, ce livre est votre passeport vers un bien-être global.",979-8850860301,https://m.media-amazon.com/images/I/71ALoZaX93L._SY522_.jpg,Independently published (3 juillet 2023),Eric Riquet
ABC du Dien Chan,20.3,"Le Dien Chan, ou réflexologie faciale, du Pr. Châu lie la logique scientifique et la rationalité occidentales aux courants philosophiques orientaux. Il définit un réseau multiréfléxologique qui se situe principalement sur le visage. Par simple stimulation, sans aiguille, des zones réflexes ou des points du visage, vous obtenez des résultats efficaces et immédiats dans le traitement d'un grand nombre de maux. Cet ouvrage donne les bons gestes pour se soigner soi-même, sans prise inconsidérée de médicaments, pour soulager ses douleurs et améliorer sa qualité de vie et celle de ses proches.",978-2733910825,https://m.media-amazon.com/images/I/81uIfZO5e1L._SY522_.jpg,GRANCHER; 1re Intégrale édition (7 octobre 2009),Pr. Bùi Quôc Châu
Manuel approfondi de réfléxologie plantaire,28.0,"La réflexologie plantaire est une thérapie manuelle qui soulage des troubles de santé, mais traite aussi le ""terrain"" du malade dans sa globalité. Elle permet d'agir sur de nombreux maux dont beaucoup de personnes souffrent quotidiennement : constipation, mal de dos, bronchite chronique, règles douloureuses, arthrose, etc. Elle a pour seul effet secondaire une détente profonde ! Elle peut se pratiquer en auto-traitement dès le début d'un malaise et donne ainsi la possibilité au malade d'être ""actif"" envers sa santé . elle est aussi utile dans un cadre familial pour soulager des douleurs et enfin, elle permet au praticien d'effectuer un bilan de santé et de traiter le patient en profondeur. Le lecteur trouvera une approche complète de la réflexologie plantaire, avec de nombreuses illustrations, photos et planches en couleur. Après une introduction sur les bases des médecines naturelles, une première partie présente les aspects généraux de la réflexologie : les recherches médicales, les indications et les contre-indications, son histoire, le déroulement d'une séance, leur fréquence et le pronostic, les zones perturbées, les réactions aux traitements, la démarche thérapeutique, etc. Une deuxième partie étudie l'aspect technique de la réflexologie : la localisation exacte des zones plantaires, les métabolismes impliqués dans les différentes pathologies et l'interprétation des zones douloureuses.",978-2813206282,https://m.media-amazon.com/images/I/51k3fLDFZfL._SY522_.jpg,Les éditions Trédaniel; 2e édition (12 juillet 2013),Mireille Meunier
Mon cahier de réflexologie faciale: Les points du Dien Chan pour soulager les maux du quotidien,10.63,"Soulager rapidement et efficacement les maux du quotidien grâce à la simple pression des doigts sur le visage.

La réflexologie du visage, aussi appelée Dien Cham, est une méthode simple et efficace, accessible à tous, qui soulage les petits maux du quotidien, relance l’énergie et stimule les défenses immunitaires. Elle s’exerce uniquement sur la tête, ce qui permet de la pratiquer en toute discrétion, partout et n’importe quand. Grâce à elle, chassez rapidement et efficacement rhume, problèmes digestifs, maux de tête, allergie, douleurs musculaires, etc., avec vos doigts ou un crayon à pointe arrondie pressés sur des points précis du visage. Répertorié par ordre alphabétique des troubles, cet ouvrage permet d’utiliser facilement la réflexologie faciale. Pour chacun des 45 problèmes de santé présentés, les points à stimuler et leur emplacement sont clairement indiqués, grâce aux 150 dessins qui permettent de les localiser précisément en un coup d’œil.",978-2849392034,https://m.media-amazon.com/images/I/81dbf5TcweL._SY522_.jpg,MOSAIQUE SANTE; Illustrated édition (12 janvier 2022),Murielle Toussaint
Réflexologie pour les débutants - réflexologie des pieds - collection Appuyez ici,13.5,"Profitez des nombreux bienfaits de la réflexologie grâce à ce guide pratique illustré !
Ce guide pratique illustré de réflexologie plantaire présente un moyen simple et nouveau de s'initier à cette technique de relaxation simplement. Cet ouvrage explore un point réflexe à la fois grâce à des illustrations, dotées d'un code couleur, qui permettent de localiser les points réflexes sur les pieds, de savoir à quelle partie du corps ils correspondent, et qui indiquent comment appliquer les techniques de pression.",978-2412034620,https://m.media-amazon.com/images/I/71BeExIAFML._SY522_.jpg,First; Illustrated édition (8 mars 2018),Stefanie Sabounchian
Réflexologie palmaire pour les débutants - Une pratique pour prendre soin de soi - collection Appuyez ici !: Une pratique pour prendre soin de soi,9.88,"APAISER LES DOULEURS • DÉTENDRE • BOOSTER L'ÉNERGIE • AMÉLIORER LA CIRCULATION SANGUINE • PRÉVENIR LES MALADIES
La réflexologie palmaire est une technique issue de la médecine traditionnelle chinoise qui consiste à masser des points réflexes de la main pour stimuler les organes du corps. Cette pratique simple mais efficace permet de s'octroyer facilement des instants de bien-être mais aussi
de traiter des problèmes de santé.
Vous trouverez dans ce guide pour débutants les grands principes de la réflexologie palmaire, les différentes techniques de pression ainsi que des séances complètes illustrées en pas à pas.",978-2412062449,https://m.media-amazon.com/images/I/71OTP2V4O0L._SY522_.jpg,First; Illustrated édition (25 février 2021),Stefanie Sabounchian
Réflexologie et troubles fonctionnels: Prise en charge et gestion du stress par les techniques réflexes,49.0,"Ce manuel présente la réflexologie, issue des travaux des médecins américains et européens ayant analysé le rôle des réflexes dans le système nerveux, en lien avec les techniques réflexes de l’ostéopathie (techniques réflexes périostées, conjonctives et viscéro-cutanées). Cette approche neurophysiologique a pour principale indication la prise en charge du stress et des troubles associés.Le stress correspond à un ensemble de réactions neuro-psychobiologiques destinées à maintenir l’équilibre face à un agent extérieur. Il se manifeste tant sur le plan physique que psychologique et génère systématiquement un hyperfonctionnement du système nerveux. Ce dernier étant étroitement lié au système hormonal, une cascade de réactions chimiques se déclenche. Les termes de « troubles fonctionnels » désignent l’ensemble de ces symptômes, la plupart du temps sans cause médicale clairement identifiée.
La réflexologie a une action régulatrice des équilibres nerveux, sanguin et métabolique. Elle a un effet calmant, déstressant, drainant, revitalisant, et elle est très efficace en cas de troubles fonctionnels dûs au stress.",978-2100840984,https://m.media-amazon.com/images/I/61VLatPjjBL._SY522_.jpg,Dunod; Illustrated édition (9 novembre 2022),Elisabeth Breton
Pratiquez les chakras,22.0,"Un livre pour tout comprendre sur les chakras et les utiliser facilement pour améliorer votre vie et vos relations !
Ce livre sur les chakras, les centres énergétiques du corps, sort des sentiers battus. Sans renier la tradition, il vous offre une vision claire, cohérente et pratique de l'influence des chakras sur votre corps et votre vie. Il n'aborde pas d'aborder les chakras dans une optique ésotérique, il vous donne les moyens de mobiliser leur énergie dans votre quotidien, dans votre relation à vous-même et aux autres.
Les chakras concernent toute votre expérience de vie, vos sentiments, vos émotions, vos désirs. Ils influent sur votre santé, conditionnent vos comportements, mémorisent votre histoire. Chacun des chakras est le siège d'une qualité intérieure (la confiance, l'authenticité, l'enthousiasme... ) qu'il vous invite à mettre en œuvre dans les situations concrètes de la vie et pour votre réalisation personnelle.
Les chakras sont les outils créateurs de votre vie.
Après avoir explicité les n",978-2813224446,https://m.media-amazon.com/images/I/51pb5usCPuL._SY522_.jpg,Les éditions Trédaniel; Illustrated édition (4 mars 2021),Jean-Louis Abrassart
Le guide du massage assis - Une méthode japonaisepour se détendre et se libérer du stress,19.9,"Découvrez dans ce guide illustré les fondements et la technique du massage assis (ou Amma). Basée sur l'art traditionnel du massage japonais, cette pratique est constituée d'une série (kata) de 23 mouvements précis. Agissant sur les méridiens d'acupuncture, elle permet de stimuler les organes internes, d'activer la circulation de l'énergie dans le corps, de relâcher les tensions musculaires, ainsi que d'éliminer le stress, la fatigue et les douleurs.
À la différence des autres massages classiques, le massage Amma se pratique habillé : il est exercé à travers les vêtements sur le dos, les mains, la tête et les bras. Par ailleurs, il ne dure que 15 minutes, offrant ainsi un maximum d'efficacité en un minimum de temps ! Enfin, il peut être effectué quasiment en tout lieu : en entreprise, à domicile, dans la rue, dans les spas...
En plus de décrire la méthode du massage assis, l'auteur partage dans ce livre sa riche expérience de cette pratique à travers le monde. Il prodigue également de précieux conseils à tous ceux qui, séduits par cette activité nomade, souhaitent en faire leur métier.",978-2853277532,https://m.media-amazon.com/images/I/51NZq6gBTfS._SY522_.jpg,Medicis; Illustrated édition (12 août 2021),Tony Neuman
